"----------------------------------
Data Retrieval: Starting
----------------------------------"
"***********
Beginning callset group: 0
***********"
"Processed Record 2 in callset group: 8 | birjand, ir"
"Processed Record 3 in callset group: 8 | ilo, pe"
"Processed Record 4 in callset group: 8 | aswan, eg"
"Processed Record 5 in callset group: 8 | anadyr, ru"
"Processed Record 6 in callset group: 8 | northam, au"
"Skipping Record 7 in callset group: 8 | vila, vu NOT FOUND"
"Processed Record 8 in callset group: 8 | sao joao da barra, br"
"Processed Record 9 in callset group: 8 | bubaque, gw"
"Processed Record 10 in callset group: 8 | boa vista, br"
"Processed Record 11 in callset group: 8 | do gonbadan, ir"
"Processed Record 12 in callset group: 8 | siyabuswa, za"
"Processed Record 13 in callset group: 8 | salair, ru"
"Processed Record 14 in callset group: 8 | sassandra, ci"
"Processed Record 15 in callset group: 8 | belaya gora, ru"
"Processed Record 16 in callset group: 8 | viedma, ar"
"Processed Record 17 in callset group: 8 | qixingtai, cn"
"Processed Record 18 in callset group: 8 | songea, tz"
"Processed Record 19 in callset group: 8 | nuuk, gl"
"Processed Record 20 in callset group: 8 | izola, si"
"Skipping Record 21 in callset group: 8 | sakakah, sa NOT FOUND"
"Processed Record 22 in callset group: 8 | saldanha, za"
"Skipping Record 23 in callset group: 8 | sahrak, af NOT FOUND"
"Processed Record 24 in callset group: 8 | namatanai, pg"
"Processed Record 25 in callset group: 8 | bom jardim, br"
"Processed Record 26 in callset group: 8 | kuah, my"
"Processed Record 27 in callset group: 8 | shu, kz"
"Processed Record 28 in callset group: 8 | alofi, nu"
"Processed Record 29 in callset group: 8 | cangzhou, cn"
"Processed Record 30 in callset group: 8 | fremont, us"
"Skipping Record 31 in callset group: 8 | barawe, so NOT FOUND"
"Processed Record 32 in callset group: 8 | port augusta, au"
"Processed Record 33 in callset group: 8 | lensk, ru"
"Processed Record 34 in callset group: 8 | abalak, ne"
"Processed Record 35 in callset group: 8 | padang, id"
"Processed Record 36 in callset group: 8 | matiri, tz"
"Processed Record 37 in callset group: 8 | pisco, pe"
"Processed Record 38 in callset group: 8 | varena, lt"
"Processed Record 39 in callset group: 8 | acajutla, sv"
"Processed Record 40 in callset group: 8 | aleksandrov gay, ru"
"Processed Record 41 in callset group: 8 | nhulunbuy, au"
"Processed Record 42 in callset group: 8 | dukat, ru"
"Processed Record 43 in callset group: 8 | manicore, br"
"Processed Record 44 in callset group: 8 | alekseyevsk, ru"
"Processed Record 45 in callset group: 8 | ouadda, cf"
"Processed Record 46 in callset group: 8 | mehran, ir"
"Processed Record 47 in callset group: 8 | worthing, gb"
"Processed Record 48 in callset group: 8 | kudahuvadhoo, mv"
"Processed Record 49 in callset group: 8 | konstantinovka, ru"
"Processed Record 50 in callset group: 8 | cam ranh, vn"
"Processed Record 51 in callset group: 8 | itoman, jp"
"Processed Record 52 in callset group: 8 | villa sandino, ni"
"Processed Record 53 in callset group: 8 | longyearbyen, sj"
"Processed Record 54 in callset group: 8 | dayong, cn"
"Processed Record 55 in callset group: 8 | arman, ru"
"Skipping Record 56 in callset group: 8 | bacuit, ph NOT FOUND"
"Processed Record 57 in callset group: 8 | xai-xai, mz"
"Processed Record 58 in callset group: 8 | davila, ph"
"Processed Record 59 in callset group: 8 | barroquinha, br"
"***********
Beginning callset group: 9
***********"
"Processed Record 0 in callset group: 9 | eagle pass, us"
"Processed Record 1 in callset group: 9 | leshukonskoye, ru"
"Processed Record 2 in callset group: 9 | methoni, gr"
"Processed Record 3 in callset group: 9 | najran, sa"
"Processed Record 4 in callset group: 9 | alta, no"
"Skipping Record 5 in callset group: 9 | toliary, mg NOT FOUND"
"Processed Record 6 in callset group: 9 | longyan, cn"
"Processed Record 7 in callset group: 9 | aligudarz, ir"
"Skipping Record 8 in callset group: 9 | urdzhar, kz NOT FOUND"
"Processed Record 9 in callset group: 9 | illapel, cl"
"Skipping Record 10 in callset group: 9 | doctor pedro p. pena, py NOT FOUND"
"Processed Record 11 in callset group: 9 | san policarpo, ph"
"Processed Record 12 in callset group: 9 | chipata, zm"
"Skipping Record 13 in callset group: 9 | ascension, bo NOT FOUND"
"Processed Record 14 in callset group: 9 | yulara, au"
"Skipping Record 15 in callset group: 9 | barbar, sd NOT FOUND"
"Processed Record 16 in callset group: 9 | hudson bay, ca"
"Processed Record 17 in callset group: 9 | kopayhorod, ua"
"Processed Record 18 in callset group: 9 | atikokan, ca"
"Skipping Record 19 in callset group: 9 | chaa-khol, ru NOT FOUND"
"Processed Record 20 in callset group: 9 | tizimin, mx"
"Skipping Record 21 in callset group: 9 | teul, mx NOT FOUND"
"Processed Record 22 in callset group: 9 | yenagoa, ng"
"Processed Record 23 in callset group: 9 | kargopol, ru"
"Processed Record 24 in callset group: 9 | kupang, id"
"Skipping Record 25 in callset group: 9 | grand centre, ca NOT FOUND"
"Processed Record 26 in callset group: 9 | tessalit, ml"
"Processed Record 27 in callset group: 9 | kulhudhuffushi, mv"
"Processed Record 28 in callset group: 9 | nome, us"
"Processed Record 29 in callset group: 9 | gebre guracha, et"
"Processed Record 30 in callset group: 9 | teya, ru"
"Processed Record 31 in callset group: 9 | plettenberg bay, za"
"Processed Record 32 in callset group: 9 | wattegama, lk"
"Skipping Record 33 in callset group: 9 | pemangkat, id NOT FOUND"
"Processed Record 34 in callset group: 9 | general roca, ar"
"Processed Record 35 in callset group: 9 | puerto del rosario, es"
"Processed Record 36 in callset group: 9 | hobyo, so"
"Processed Record 37 in callset group: 9 | esperance, au"
"Processed Record 38 in callset group: 9 | las vegas, us"
"Skipping Record 39 in callset group: 9 | kuytun, cn NOT FOUND"
"Processed Record 40 in callset group: 9 | zhaotong, cn"
"Processed Record 41 in callset group: 9 | trincomalee, lk"
"Processed Record 42 in callset group: 9 | waipawa, nz"
"Processed Record 43 in callset group: 9 | ikom, ng"
"Skipping Record 44 in callset group: 9 | marcona, pe NOT FOUND"
"Processed Record 45 in callset group: 9 | fayaoue, nc"
"Processed Record 46 in callset group: 9 | ngunguru, nz"
"Processed Record 47 in callset group: 9 | baghdad, iq"
"Processed Record 48 in callset group: 9 | yerofey pavlovich, ru"
"Processed Record 49 in callset group: 9 | albion, mu"
"Processed Record 50 in callset group: 9 | shingu, jp"
"Processed Record 51 in callset group: 9 | manosque, fr"
"Processed Record 52 in callset group: 9 | katobu, id"
"Processed Record 53 in callset group: 9 | caconda, ao"
"Processed Record 54 in callset group: 9 | sydney, au"
"Processed Record 55 in callset group: 9 | gardez, af"
"Processed Record 56 in callset group: 9 | leninskoye, ru"
"Processed Record 57 in callset group: 9 | ilave, pe"
"Processed Record 58 in callset group: 9 | kaka, tm"
"Processed Record 59 in callset group: 9 | dingle, ie"
"***********
Beginning callset group: 10
***********"
"Processed Record 0 in callset group: 10 | vardo, no"
"Processed Record 1 in callset group: 10 | westport, ie"
"Skipping Record 2 in callset group: 10 | olafsvik, is NOT FOUND"
"Processed Record 3 in callset group: 10 | sinnamary, gf"
"Processed Record 4 in callset group: 10 | inuvik, ca"
"Processed Record 5 in callset group: 10 | pahrump, us"
"Skipping Record 6 in callset group: 10 | waspan, ni NOT FOUND"
"Processed Record 7 in callset group: 10 | riom, fr"
"Processed Record 8 in callset group: 10 | baykit, ru"
"Processed Record 9 in callset group: 10 | tahe, cn"
"Processed Record 10 in callset group: 10 | elizabeth city, us"
"Processed Record 11 in callset group: 10 | barreiras, br"
"Processed Record 12 in callset group: 10 | san cristobal, ec"
"Processed Record 13 in callset group: 10 | imbituba, br"
"Processed Record 14 in callset group: 10 | veraval, in"
"Skipping Record 15 in callset group: 10 | lyubeshiv, ua NOT FOUND"
"Processed Record 16 in callset group: 10 | madaoua, ne"
"Skipping Record 17 in callset group: 10 | westpunt, an NOT FOUND"
"Skipping Record 18 in callset group: 10 | kushmurun, kz NOT FOUND"
"Processed Record 19 in callset group: 10 | kathmandu, np"
"Processed Record 20 in callset group: 10 | hualmay, pe"
"Processed Record 21 in callset group: 10 | matagami, ca"
"Processed Record 22 in callset group: 10 | loreto, mx"
"Processed Record 23 in callset group: 10 | praya, id"
"Processed Record 24 in callset group: 10 | aqtobe, kz"
"Processed Record 25 in callset group: 10 | talisay, ph"
"Processed Record 26 in callset group: 10 | oranjestad, aw"
"Processed Record 27 in callset group: 10 | caravelas, br"
"Processed Record 28 in callset group: 10 | ibimirim, br"
"Processed Record 29 in callset group: 10 | edson, ca"
"Processed Record 30 in callset group: 10 | prince rupert, ca"
"Processed Record 31 in callset group: 10 | tete, mz"
"Processed Record 32 in callset group: 10 | oyem, ga"
"Processed Record 33 in callset group: 10 | mwinilunga, zm"
"Processed Record 34 in callset group: 10 | vallenar, cl"
"Processed Record 35 in callset group: 10 | maryville, us"
"Skipping Record 36 in callset group: 10 | bobonong, bw NOT FOUND"
"Processed Record 37 in callset group: 10 | nouadhibou, mr"
"Processed Record 38 in callset group: 10 | krasnyy yar, ru"
"Skipping Record 39 in callset group: 10 | mahanje, tz NOT FOUND"
"Processed Record 40 in callset group: 10 | kindu, cd"
"Processed Record 41 in callset group: 10 | yar-sale, ru"
"Processed Record 42 in callset group: 10 | sabha, ly"
"Processed Record 43 in callset group: 10 | sechura, pe"
"Processed Record 44 in callset group: 10 | nyagan, ru"
"Processed Record 45 in callset group: 10 | vila franca do campo, pt"
"Processed Record 46 in callset group: 10 | jeremie, ht"
"Processed Record 47 in callset group: 10 | kuryk, kz"
"Processed Record 48 in callset group: 10 | port hedland, au"
"Skipping Record 49 in callset group: 10 | raga, sd NOT FOUND"
"Skipping Record 50 in callset group: 10 | borlange, se NOT FOUND"
"Processed Record 51 in callset group: 10 | kommunisticheskiy, ru"
"Processed Record 52 in callset group: 10 | cheney, us"
"Processed Record 53 in callset group: 10 | elko, us"
"Skipping Record 54 in callset group: 10 | asau, tv NOT FOUND"
"Processed Record 55 in callset group: 10 | yeppoon, au"
"Processed Record 56 in callset group: 10 | port arthur, us"
"Processed Record 57 in callset group: 10 | nicoya, cr"
"Processed Record 58 in callset group: 10 | kohila, ee"
"Processed Record 59 in callset group: 10 | conde, br"
"***********
Beginning callset group: 11
***********"
"Processed Record 0 in callset group: 11 | moussoro, td"
"Processed Record 1 in callset group: 11 | cururupu, br"
"Processed Record 2 in callset group: 11 | mandalgovi, mn"
"Skipping Record 3 in callset group: 11 | isabela, us NOT FOUND"
"Processed Record 4 in callset group: 11 | bozeman, us"
"Processed Record 5 in callset group: 11 | richards bay, za"
"Skipping Record 6 in callset group: 11 | requena, pe NOT FOUND"
"Processed Record 7 in callset group: 11 | senanga, zm"
"Skipping Record 8 in callset group: 11 | andevoranto, mg NOT FOUND"
"Processed Record 9 in callset group: 11 | jaisalmer, in"
"Processed Record 10 in callset group: 11 | formosa, br"
"Processed Record 11 in callset group: 11 | tibati, cm"
"Processed Record 12 in callset group: 11 | baruun-urt, mn"
"Skipping Record 13 in callset group: 11 | odweyne, so NOT FOUND"
"Processed Record 14 in callset group: 11 | ketchikan, us"
"Processed Record 15 in callset group: 11 | muhos, fi"
"Processed Record 16 in callset group: 11 | belmonte, br"
"Processed Record 17 in callset group: 11 | madison, us"
"Processed Record 18 in callset group: 11 | bathsheba, bb"
"Processed Record 19 in callset group: 11 | kosh-agach, ru"
"Processed Record 20 in callset group: 11 | paamiut, gl"
"Processed Record 21 in callset group: 11 | pacific grove, us"
"Processed Record 22 in callset group: 11 | geraldton, au"
"Processed Record 23 in callset group: 11 | churachandpur, in"
"Skipping Record 24 in callset group: 11 | saint-georges, gf NOT FOUND"
"Processed Record 25 in callset group: 11 | porto velho, br"
"Processed Record 26 in callset group: 11 | siwana, in"
"Processed Record 27 in callset group: 11 | taman, ru"
"Skipping Record 28 in callset group: 11 | geresk, af NOT FOUND"
"Skipping Record 29 in callset group: 11 | buin, pg NOT FOUND"
"Processed Record 30 in callset group: 11 | san patricio, mx"
"Processed Record 31 in callset group: 11 | ambon, id"
"Processed Record 32 in callset group: 11 | zhigansk, ru"
"Processed Record 33 in callset group: 11 | tuatapere, nz"
"Processed Record 34 in callset group: 11 | penzance, gb"
"Processed Record 35 in callset group: 11 | broome, au"
"Skipping Record 36 in callset group: 11 | qabis, tn NOT FOUND"
"Processed Record 37 in callset group: 11 | oranjemund, na"
"Processed Record 38 in callset group: 11 | bowen, au"
"Processed Record 39 in callset group: 11 | khash, ir"
"Processed Record 40 in callset group: 11 | los algarrobos, pa"
"Processed Record 41 in callset group: 11 | lyuban, by"
"Processed Record 42 in callset group: 11 | taltal, cl"
"Processed Record 43 in callset group: 11 | luangwa, zm"
"Processed Record 44 in callset group: 11 | porto novo, cv"
"Processed Record 45 in callset group: 11 | margate, za"
"Processed Record 46 in callset group: 11 | pingliang, cn"
"Processed Record 47 in callset group: 11 | murgab, tm"
"Processed Record 48 in callset group: 11 | biloela, au"
"Processed Record 49 in callset group: 11 | pundaguitan, ph"
"Processed Record 50 in callset group: 11 | roebourne, au"
"Processed Record 51 in callset group: 11 | takoradi, gh"
"Processed Record 52 in callset group: 11 | okhotsk, ru"
"Processed Record 53 in callset group: 11 | tarata, pe"
"Skipping Record 54 in callset group: 11 | marzuq, ly NOT FOUND"
"Processed Record 55 in callset group: 11 | homer, us"
"Skipping Record 56 in callset group: 11 | canitas, mx NOT FOUND"
"Processed Record 57 in callset group: 11 | ust-maya, ru"
"Processed Record 58 in callset group: 11 | moroni, km"
"Processed Record 59 in callset group: 11 | the valley, ai"
"***********
Beginning callset group: 12
***********"
"Skipping Record 0 in callset group: 12 | kristiinankaupunki, fi NOT FOUND"
"Skipping Record 1 in callset group: 12 | bargal, so NOT FOUND"
"Processed Record 2 in callset group: 12 | obo, cf"
"Processed Record 3 in callset group: 12 | carbondale, us"
"Processed Record 4 in callset group: 12 | kumbo, cm"
"Processed Record 5 in callset group: 12 | tofield, ca"
"Processed Record 6 in callset group: 12 | silistea crucii, ro"
"Processed Record 7 in callset group: 12 | kyra, ru"
"Skipping Record 8 in callset group: 12 | mazulskiy, ru NOT FOUND"
"Processed Record 9 in callset group: 12 | aldan, ru"
"Processed Record 10 in callset group: 12 | valence, fr"
"Skipping Record 11 in callset group: 12 | jiddah, sa NOT FOUND"
"Processed Record 12 in callset group: 12 | pulandian, cn"
"Processed Record 13 in callset group: 12 | sept-iles, ca"
"Processed Record 14 in callset group: 12 | poum, nc"
"Processed Record 15 in callset group: 12 | kaseda, jp"
"Processed Record 16 in callset group: 12 | gorodishche, ru"
"Skipping Record 17 in callset group: 12 | qafsah, tn NOT FOUND"
"Skipping Record 18 in callset group: 12 | el alto, pe NOT FOUND"
"Processed Record 19 in callset group: 12 | riohacha, co"
"Processed Record 20 in callset group: 12 | foxton, nz"
"Processed Record 21 in callset group: 12 | mildura, au"
"Processed Record 22 in callset group: 12 | shelburne, ca"
"Processed Record 23 in callset group: 12 | rastolita, ro"
"Processed Record 24 in callset group: 12 | pouembout, nc"
"Processed Record 25 in callset group: 12 | agucadoura, pt"
"Processed Record 26 in callset group: 12 | urupes, br"
"Processed Record 27 in callset group: 12 | wanning, cn"
"Skipping Record 28 in callset group: 12 | tsihombe, mg NOT FOUND"
"Processed Record 29 in callset group: 12 | yabrud, sy"
"Processed Record 30 in callset group: 12 | orlik, ru"
"Skipping Record 31 in callset group: 12 | tokzar, af NOT FOUND"
"Processed Record 32 in callset group: 12 | flinders, au"
"Processed Record 33 in callset group: 12 | bonavista, ca"
"Processed Record 34 in callset group: 12 | luorong, cn"
"Processed Record 35 in callset group: 12 | vestmanna, fo"
"Skipping Record 36 in callset group: 12 | tokmak, kg NOT FOUND"
"Processed Record 37 in callset group: 12 | winnetka, us"
"Processed Record 38 in callset group: 12 | high level, ca"
"Processed Record 39 in callset group: 12 | dauphin, ca"
"Processed Record 40 in callset group: 12 | chiang klang, th"
"Processed Record 41 in callset group: 12 | tocopilla, cl"
"Skipping Record 42 in callset group: 12 | naftah, tn NOT FOUND"
"Processed Record 43 in callset group: 12 | san rafael del sur, ni"
"Processed Record 44 in callset group: 12 | taksimo, ru"
"Processed Record 45 in callset group: 12 | benalla, au"
"Processed Record 46 in callset group: 12 | wuwei, cn"
"Processed Record 47 in callset group: 12 | aksu, cn"
"Skipping Record 48 in callset group: 12 | fevralsk, ru NOT FOUND"
"Processed Record 49 in callset group: 12 | sapa, ph"
"Processed Record 50 in callset group: 12 | dandong, cn"
"Processed Record 51 in callset group: 12 | koungou, yt"
"Processed Record 52 in callset group: 12 | coihaique, cl"
"Processed Record 53 in callset group: 12 | port keats, au"
"Processed Record 54 in callset group: 12 | labuhan, id"
"Processed Record 55 in callset group: 12 | dryden, ca"
"Processed Record 56 in callset group: 12 | gongzhuling, cn"
"Processed Record 57 in callset group: 12 | maningrida, au"
"Processed Record 58 in callset group: 12 | douala, cm"
"Processed Record 59 in callset group: 12 | eston, ca"
"***********
Beginning callset group: 13
***********"
"Processed Record 0 in callset group: 13 | reconquista, ar"
"Skipping Record 1 in callset group: 13 | bolungarvik, is NOT FOUND"
"Processed Record 2 in callset group: 13 | osterhofen, de"
"Processed Record 3 in callset group: 13 | karlskrona, se"
"Processed Record 4 in callset group: 13 | scarborough, gb"
"Processed Record 5 in callset group: 13 | tacna, pe"
"Processed Record 6 in callset group: 13 | falmouth, us"
"Processed Record 7 in callset group: 13 | suclayin, ph"
"Processed Record 8 in callset group: 13 | hopkinsville, us"
"Processed Record 9 in callset group: 13 | uglovka, ru"
"Processed Record 10 in callset group: 13 | koumac, nc"
"Processed Record 11 in callset group: 13 | roseburg, us"
"Processed Record 12 in callset group: 13 | berdigestyakh, ru"
"Processed Record 13 in callset group: 13 | san-pedro, ci"
"Processed Record 14 in callset group: 13 | villamontes, bo"
"Processed Record 15 in callset group: 13 | nueva guinea, ni"
"Processed Record 16 in callset group: 13 | aktau, kz"
"Processed Record 17 in callset group: 13 | dombarovskiy, ru"
"Processed Record 18 in callset group: 13 | yantongshan, cn"
"Processed Record 19 in callset group: 13 | tarko-sale, ru"
"Processed Record 20 in callset group: 13 | yumen, cn"
"Processed Record 21 in callset group: 13 | linjiang, cn"
"Processed Record 22 in callset group: 13 | mogadishu, so"
"Processed Record 23 in callset group: 13 | lodwar, ke"
"Processed Record 24 in callset group: 13 | san felipe, mx"
"Processed Record 25 in callset group: 13 | panaba, mx"
"Processed Record 26 in callset group: 13 | narva-joesuu, ee"
"Processed Record 27 in callset group: 13 | emirdag, tr"
"Processed Record 28 in callset group: 13 | boende, cd"
"Processed Record 29 in callset group: 13 | port-cartier, ca"
"Processed Record 30 in callset group: 13 | oksfjord, no"
"Processed Record 31 in callset group: 13 | halifax, ca"
"Processed Record 32 in callset group: 13 | puerto penasco, mx"
"Processed Record 33 in callset group: 13 | luganville, vu"
"Skipping Record 34 in callset group: 13 | mizpe ramon, il NOT FOUND"
"Processed Record 35 in callset group: 13 | belomorsk, ru"
"Processed Record 36 in callset group: 13 | tay ninh, vn"
"Processed Record 37 in callset group: 13 | hurricane, us"
"Processed Record 38 in callset group: 13 | neman, ru"
"Processed Record 39 in callset group: 13 | humberto de campos, br"
"Processed Record 40 in callset group: 13 | kijang, id"
"Processed Record 41 in callset group: 13 | ternate, id"
"Processed Record 42 in callset group: 13 | piacabucu, br"
"Skipping Record 43 in callset group: 13 | bowmore, gb NOT FOUND"
"Processed Record 44 in callset group: 13 | vanimo, pg"
"Processed Record 45 in callset group: 13 | oktyabrskiy, ru"
"Processed Record 46 in callset group: 13 | dubovskoye, ru"
"Processed Record 47 in callset group: 13 | saint augustine, us"
"Processed Record 48 in callset group: 13 | icod de los vinos, es"
"Processed Record 49 in callset group: 13 | sarab, ir"
"Skipping Record 50 in callset group: 13 | emba, kz NOT FOUND"
"Processed Record 51 in callset group: 13 | socorro, us"
"Processed Record 52 in callset group: 13 | fort nelson, ca"
"Processed Record 53 in callset group: 13 | ridgecrest, us"
"Processed Record 54 in callset group: 13 | raudeberg, no"
"Processed Record 55 in callset group: 13 | bridlington, gb"
"Processed Record 56 in callset group: 13 | hamilton, bm"
"Processed Record 57 in callset group: 13 | lagos, pt"
"Processed Record 58 in callset group: 13 | recreio, br"
"Processed Record 59 in callset group: 13 | cehegin, es"
"***********
Beginning callset group: 14
***********"
"Processed Record 0 in callset group: 14 | ayr, au"
"Processed Record 1 in callset group: 14 | inta, ru"
"Processed Record 2 in callset group: 14 | sanming, cn"
"Processed Record 3 in callset group: 14 | marsa matruh, eg"
"Processed Record 4 in callset group: 14 | port macquarie, au"
"Processed Record 5 in callset group: 14 | cockburn town, tc"
"Processed Record 6 in callset group: 14 | sukumo, jp"
"Processed Record 7 in callset group: 14 | burnie, au"
"Processed Record 8 in callset group: 14 | puerto suarez, bo"
"Processed Record 9 in callset group: 14 | ishigaki, jp"
"Processed Record 10 in callset group: 14 | yerbogachen, ru"
"Skipping Record 11 in callset group: 14 | cape elizabeth, us NOT FOUND"
"Processed Record 12 in callset group: 14 | bandar, id"
"Processed Record 13 in callset group: 14 | almazar, uz"
"Processed Record 14 in callset group: 14 | pauini, br"
"Processed Record 15 in callset group: 14 | port-gentil, ga"
"Processed Record 16 in callset group: 14 | muriti, tz"
"Processed Record 17 in callset group: 14 | harper, lr"
"Processed Record 18 in callset group: 14 | ormara, pk"
"Processed Record 19 in callset group: 14 | ushtobe, kz"
"Processed Record 20 in callset group: 14 | wangaratta, au"
"Processed Record 21 in callset group: 14 | san carlos de bariloche, ar"
"Processed Record 22 in callset group: 14 | kenai, us"
"Processed Record 23 in callset group: 14 | constitucion, cl"
"Processed Record 24 in callset group: 14 | kandara, ke"
"Processed Record 25 in callset group: 14 | bitung, id"
"Processed Record 26 in callset group: 14 | galle, lk"
"Processed Record 27 in callset group: 14 | morogoro, tz"
"Processed Record 28 in callset group: 14 | limoeiro, br"
"Processed Record 29 in callset group: 14 | vernon, us"
"Processed Record 30 in callset group: 14 | soyo, ao"
"Processed Record 31 in callset group: 14 | vaitape, pf"
"Processed Record 32 in callset group: 14 | aloleng, ph"
"Skipping Record 33 in callset group: 14 | balimo, pg NOT FOUND"
"Processed Record 34 in callset group: 14 | ravar, ir"
"Processed Record 35 in callset group: 14 | biltine, td"
"Processed Record 36 in callset group: 14 | zenzeli, ru"
"Processed Record 37 in callset group: 14 | san, ml"
"Processed Record 38 in callset group: 14 | carahue, cl"
"Processed Record 39 in callset group: 14 | sinop, tr"
"Processed Record 40 in callset group: 14 | port hawkesbury, ca"
"Processed Record 41 in callset group: 14 | kumluca, tr"
"Processed Record 42 in callset group: 14 | poya, nc"
"Processed Record 43 in callset group: 14 | la asuncion, ve"
"Processed Record 44 in callset group: 14 | kangaatsiaq, gl"
"Processed Record 45 in callset group: 14 | huancabamba, pe"
"Processed Record 46 in callset group: 14 | sompeta, in"
"Processed Record 47 in callset group: 14 | san anselmo, us"
"Processed Record 48 in callset group: 14 | puno, pe"
"Processed Record 49 in callset group: 14 | sungurlu, tr"
"Processed Record 50 in callset group: 14 | bouna, ci"
"Processed Record 51 in callset group: 14 | luanda, ao"
"Processed Record 52 in callset group: 14 | gorom-gorom, bf"
"Processed Record 53 in callset group: 14 | gazalkent, uz"
"Processed Record 54 in callset group: 14 | umm kaddadah, sd"
"Processed Record 55 in callset group: 14 | elban, ru"
"Skipping Record 56 in callset group: 14 | solsvik, no NOT FOUND"
"Processed Record 57 in callset group: 14 | shenjiamen, cn"
"Processed Record 58 in callset group: 14 | zeerust, za"
"Processed Record 59 in callset group: 14 | hackettstown, us"
"***********
Beginning callset group: 15
***********"
"Processed Record 0 in callset group: 15 | ust-tsilma, ru"
"Processed Record 1 in callset group: 15 | barahona, do"
"Processed Record 2 in callset group: 15 | yinchuan, cn"
"Processed Record 3 in callset group: 15 | stephenville, ca"
"Processed Record 4 in callset group: 15 | jalu, ly"
"Processed Record 5 in callset group: 15 | yarkovo, ru"
"Processed Record 6 in callset group: 15 | novopokrovka, ru"
"Processed Record 7 in callset group: 15 | santa cruz, cr"
"Skipping Record 8 in callset group: 15 | ayan, ru NOT FOUND"
"Processed Record 9 in callset group: 15 | waitati, nz"
"Processed Record 10 in callset group: 15 | santa isabel, mx"
"Skipping Record 11 in callset group: 15 | catamarca, ar NOT FOUND"
"Processed Record 12 in callset group: 15 | songjianghe, cn"
"Processed Record 13 in callset group: 15 | peterhead, gb"
"Processed Record 14 in callset group: 15 | kagadi, ug"
"Processed Record 15 in callset group: 15 | cleburne, us"
"Processed Record 16 in callset group: 15 | san miguel, bo"
"Processed Record 17 in callset group: 15 | santa clarita, us"
"Processed Record 18 in callset group: 15 | gaoyou, cn"
"Processed Record 19 in callset group: 15 | glazov, ru"
"Processed Record 20 in callset group: 15 | lubbock, us"
"Processed Record 21 in callset group: 15 | bull savanna, jm"
"Skipping Record 22 in callset group: 15 | guajara-mirim, br NOT FOUND"
"Processed Record 23 in callset group: 15 | westport, nz"
"Processed Record 24 in callset group: 15 | almaznyy, ru"
"Processed Record 25 in callset group: 15 | melsungen, de"
"Processed Record 26 in callset group: 15 | guantanamo, cu"
"Processed Record 27 in callset group: 15 | alice springs, au"
"Processed Record 28 in callset group: 15 | athens, us"
"Processed Record 29 in callset group: 15 | orel-izumrud, ru"
"Processed Record 30 in callset group: 15 | arivonimamo, mg"
"Processed Record 31 in callset group: 15 | mizan teferi, et"
"Processed Record 32 in callset group: 15 | quatre cocos, mu"
"Processed Record 33 in callset group: 15 | sorong, id"
"Processed Record 34 in callset group: 15 | puerto escondido, mx"
"Processed Record 35 in callset group: 15 | hervey bay, au"
"Processed Record 36 in callset group: 15 | olinda, br"
"Processed Record 37 in callset group: 15 | boyabat, tr"
"Processed Record 38 in callset group: 15 | niamey, ne"
"Processed Record 39 in callset group: 15 | dolores, ar"
"Processed Record 40 in callset group: 15 | praia da vitoria, pt"
"Processed Record 41 in callset group: 15 | rassvet, ru"
"Processed Record 42 in callset group: 15 | tefe, br"
"Processed Record 43 in callset group: 15 | rio grande, br"
"Processed Record 44 in callset group: 15 | bahadurgarh, in"
"Processed Record 45 in callset group: 15 | pathein, mm"
"Skipping Record 46 in callset group: 15 | bose, cn NOT FOUND"
"Processed Record 47 in callset group: 15 | stornoway, gb"
"Processed Record 48 in callset group: 15 | ormond beach, us"
"Processed Record 49 in callset group: 15 | kawalu, id"
"Processed Record 50 in callset group: 15 | alugan, ph"
"Processed Record 51 in callset group: 15 | vanderhoof, ca"
"Processed Record 52 in callset group: 15 | carmo do paranaiba, br"
"Processed Record 53 in callset group: 15 | ozernovskiy, ru"
"Processed Record 54 in callset group: 15 | tomatlan, mx"
"Processed Record 55 in callset group: 15 | pravokubanskiy, ru"
"Processed Record 56 in callset group: 15 | qingdao, cn"
"Processed Record 57 in callset group: 15 | haftoni, az"
"Processed Record 58 in callset group: 15 | katangli, ru"
"Processed Record 59 in callset group: 15 | missoula, us"
"***********
Beginning callset group: 16
***********"
"Processed Record 0 in callset group: 16 | lexington, us"
"Skipping Record 1 in callset group: 16 | luceville, ca NOT FOUND"
"Processed Record 2 in callset group: 16 | greenville, us"
"Processed Record 3 in callset group: 16 | essex, us"
"Processed Record 4 in callset group: 16 | abonnema, ng"
"Processed Record 5 in callset group: 16 | markova, ru"
"Processed Record 6 in callset group: 16 | podosinovets, ru"
"Processed Record 7 in callset group: 16 | fairburn, us"
"Processed Record 8 in callset group: 16 | lubango, ao"
"Processed Record 9 in callset group: 16 | roma, au"
"Processed Record 10 in callset group: 16 | jiwani, pk"
"Processed Record 11 in callset group: 16 | akcaabat, tr"
"Processed Record 12 in callset group: 16 | roald, no"
"Processed Record 13 in callset group: 16 | lautaro, cl"
"Processed Record 14 in callset group: 16 | sao miguel do araguaia, br"
"Processed Record 15 in callset group: 16 | helong, cn"
"Processed Record 16 in callset group: 16 | warmbad, na"
"Processed Record 17 in callset group: 16 | yaring, th"
"Processed Record 18 in callset group: 16 | yiyang, cn"
"Processed Record 19 in callset group: 16 | watertown, us"
