,CityID,Name,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed (mph),Date_Time
90,1661950,Ban Nahin,LA,18.24,104.21,85.89,52,0,3.96,1573883157
91,2036653,Hunchun,CN,42.86,130.36,29.86,23,0,15.9,1573883157
92,3423146,Ilulissat,GL,69.22,-51.1,28.4,63,98,13.87,1573883157
93,2126199,Cherskiy,RU,68.75,161.3,2.1,95,100,1.54,1573883157
94,148105,Hadrut,AZ,39.52,47.03,36.0,88,89,4.47,1573883157
95,5882953,Aklavik,CA,68.22,-135.01,-13.0,75,90,2.24,1573883157
96,2017155,Saskylakh,RU,71.97,114.09,-11.47,96,96,6.44,1573883157
97,2152668,Portland,AU,-33.35,149.98,80.01,54,67,5.01,1573883157
98,2112802,Hasaki,JP,35.73,140.83,68.0,55,20,9.17,1573883119
99,1644605,Galesong,ID,-5.32,119.37,93.2,49,20,11.41,1573883157
100,2110227,Butaritari,KI,3.07,172.79,84.97,73,100,12.35,1573883157
101,3471451,Arraial do Cabo,BR,-22.97,-42.02,72.19,85,98,19.6,1573883218
102,1128239,Rudbar,AF,30.15,62.6,63.81,24,12,4.21,1573883218
103,986717,Kruisfontein,ZA,-34.0,24.73,68.31,70,63,6.42,1573883219
104,4407665,Kodiak,US,39.95,-94.76,37.99,59,1,8.05,1573883219
105,2514651,Los Llanos de Aridane,ES,28.66,-17.92,64.4,77,75,17.22,1573883219
106,4035715,Avarua,CK,-21.21,-159.78,77.0,88,2,6.93,1573883219
107,491019,Sol-Iletsk,RU,51.16,55.0,32.83,58,42,5.61,1573883219
108,1786538,Yining,CN,29.04,114.56,81.0,33,4,2.06,1573883219
109,4031574,Provideniya,RU,64.42,-173.23,20.59,92,100,15.03,1573883219
110,1863018,Hatsukaichi,JP,34.36,132.28,66.2,59,20,13.87,1573883219
111,3443061,Chuy,UY,-33.69,-53.46,56.46,89,0,3.11,1573883219
112,3132644,Varhaug,NO,58.61,5.65,44.01,93,75,2.24,1573883219
113,3445831,Uberlandia,BR,-18.92,-48.28,68.25,89,100,1.99,1573883102
114,1855540,Naze,JP,28.37,129.48,73.4,56,20,9.17,1573883219
115,2334327,Kishi,NG,9.08,3.85,72.64,56,27,1.57,1573883220
116,934322,Mahebourg,MU,-20.41,57.7,78.8,69,75,17.22,1573883220
117,3034640,Bastia,FR,42.7,9.45,51.8,62,75,9.17,1573883220
118,523198,Navashino,RU,55.54,42.19,32.45,86,87,12.71,1573883220
119,1509844,Boguchany,RU,58.38,97.46,-6.9,79,98,3.0,1573883220
120,4034307,Mahina,PF,-17.51,-149.49,82.4,65,75,4.7,1573883220
121,779683,Hammerfest,NO,70.66,23.68,30.2,86,64,6.93,1573883220
122,576093,Blagoyevo,RU,63.37,47.92,21.43,97,62,4.9,1573883220
123,3458498,Linhares,BR,-19.38,-40.06,70.99,98,100,3.02,1573883221
124,2126682,Bilibino,RU,68.06,166.44,-1.32,55,1,1.63,1573883221
125,1516048,Hovd,MN,48.01,91.64,-0.6,66,100,9.42,1573882977
126,6165406,Thompson,CA,55.74,-97.86,10.4,78,90,6.93,1573883221
127,3421765,Nanortalik,GL,60.14,-45.24,28.69,88,98,6.08,1573883221
128,921786,Mitsamiouli,KM,-11.38,43.28,87.8,58,20,8.05,1573883221
129,2125693,Evensk,RU,61.92,159.24,13.98,65,25,15.08,1573883221
130,2126123,Chokurdakh,RU,70.62,147.9,-4.09,97,94,4.21,1573883221
131,2281120,Tabou,CI,4.42,-7.36,73.36,95,85,1.99,1573883221
132,2411397,Georgetown,SH,-7.93,-14.42,74.8,81,100,15.77,1573883221
133,2022572,Khatanga,RU,71.98,102.47,-10.91,93,85,1.54,1573883221
134,1623502,Sabang,ID,1.17,120.82,85.03,49,1,2.33,1573883221
135,7522928,San Andres,CO,8.22,-76.58,70.02,99,100,2.59,1573883221
136,3831208,Qaanaaq,GL,77.48,-69.36,6.55,76,100,8.61,1573883221
137,2450849,Sokolo,ML,14.74,-6.12,76.41,20,27,8.01,1573883221
138,1337605,Mahibadhoo,MV,3.78,72.97,80.47,85,86,20.29,1573883222
139,5811696,Spokane,US,47.66,-117.42,39.99,93,90,7.7,1573882955
140,2092164,Lorengau,PG,-2.02,147.27,84.61,69,32,2.13,1573883222
141,1835848,Seoul,KR,37.57,126.98,53.6,66,1,4.7,1573883222
142,2439376,Tahoua,NE,14.89,5.26,75.2,18,33,6.93,1573883222
143,1721491,Cabra,PH,13.89,120.05,83.7,69,90,7.14,1573883222
144,2155415,New Norfolk,AU,-42.78,147.06,57.2,33,75,21.92,1573883222
145,2015306,Tiksi,RU,71.64,128.87,-2.58,98,65,2.46,1573883222
146,2122090,Pevek,RU,69.7,170.27,6.42,59,0,0.78,1573883222
147,286621,Salalah,OM,17.01,54.1,80.6,57,20,2.24,1573883222
148,525426,Sobolevo,RU,54.43,31.9,36.91,86,66,10.89,1573883222
149,469960,Vytegra,RU,61.01,36.45,34.57,95,100,4.05,1573883222
150,5947866,Elliot Lake,CA,46.37,-82.65,10.4,78,1,11.41,1573883222
151,6167817,Torbay,CA,47.66,-52.73,42.01,80,75,33.33,1573883222
152,1106677,Bambous Virieux,MU,-20.34,57.76,78.8,69,75,17.22,1573883283
153,2280316,Toumodi,CI,6.56,-5.02,73.4,100,75,2.13,1573883283
154,1282256,Hithadhoo,MV,-0.6,73.08,82.65,76,95,13.24,1573883284
155,492860,Sindor,RU,62.87,51.9,29.12,90,90,9.37,1573883284
156,2208248,Kaitangata,NZ,-46.28,169.85,51.01,81,47,1.01,1573883284
157,1786764,Yichang,CN,30.77,111.32,69.42,42,100,6.46,1573883284
158,3374346,Ponta do Sol,CV,17.2,-25.09,73.4,73,40,10.29,1573883284
159,1635283,Metro,ID,-5.11,105.31,94.62,36,37,6.35,1573883190
160,4413802,Waynesville,US,37.83,-92.2,33.8,47,1,3.2,1573883284
161,4034551,Faanui,PF,-16.48,-151.75,79.09,83,39,19.46,1573883284
162,3897347,Calama,CL,-22.46,-68.93,50.0,25,64,11.41,1573883284
163,5563397,Eureka,US,40.8,-124.16,55.99,100,90,3.36,1573883190
164,5927969,Corner Brook,CA,48.95,-57.95,37.99,86,90,9.17,1573883284
165,241131,Victoria,SC,-4.62,55.45,84.2,79,40,3.36,1573883285
166,2501152,Constantine,DZ,36.36,6.61,46.4,70,75,2.24,1573883285
167,669148,Rasova,RO,44.24,27.94,55.99,100,75,5.82,1573883285
168,2185537,Kawhia,NZ,-38.07,174.82,60.01,79,93,7.72,1573883285
169,2654970,Brae,GB,60.4,-1.35,41.0,100,50,3.36,1573883285
170,1497795,Nevyansk,RU,57.49,60.21,32.9,87,100,11.48,1573883285
171,3412093,Vestmannaeyjar,IS,63.44,-20.27,41.97,60,47,20.15,1573883285
172,2156643,Mount Gambier,AU,-37.83,140.78,57.2,58,90,14.99,1573883285
173,6779095,Nara,ML,15.17,-7.29,70.03,27,21,4.34,1573883285
174,2931521,Eisenberg,DE,50.97,11.9,44.01,100,100,2.24,1573883285
175,6111862,Port Hardy,CA,50.7,-127.42,41.0,100,40,2.24,1573883199
176,2121025,Srednekolymsk,RU,67.46,153.71,2.79,96,100,3.42,1573883285
177,1489822,Teguldet,RU,57.31,88.17,-1.71,75,100,8.99,1573883285
178,1214488,Meulaboh,ID,4.14,96.13,81.81,75,77,5.75,1573883285
179,3430443,Necochea,AR,-38.55,-58.74,64.99,82,55,8.01,1573883107
180,472278,Rybnoye,RU,51.99,47.24,32.7,64,6,6.29,1573883286
181,5118226,Garden City,US,40.73,-73.63,43.0,56,1,10.29,1573883286
182,232287,Kanungu,UG,-0.9,29.78,69.21,60,100,2.26,1573883286
183,3653967,Muisne,EC,0.61,-80.02,74.17,89,100,8.08,1573883286
184,542788,Krasnaya Gora,RU,53.01,31.6,39.2,100,90,8.95,1573883286
185,2134814,Sola,VU,-13.88,167.55,81.52,81,100,20.85,1573883286
186,3354077,Opuwo,NA,-18.06,13.84,73.58,14,27,4.63,1573883286
187,780687,Berlevag,NO,70.86,29.09,36.45,63,100,6.49,1573883286
188,934479,Grand Gaube,MU,-20.01,57.66,78.8,69,75,17.22,1573883286
189,3355672,Luderitz,NA,-26.65,15.16,62.6,82,72,9.17,1573883087
190,778707,Mehamn,NO,71.03,27.85,27.12,76,99,1.43,1573883286
191,2018553,Olga,RU,43.74,135.29,31.77,41,0,27.29,1573883286
192,2122614,Okha,RU,53.59,142.95,19.99,76,87,14.12,1573883286
193,1213655,Stabat,ID,3.76,98.46,86.0,89,75,11.41,1573883287
194,5855927,Hilo,US,19.71,-155.08,80.6,69,1,4.7,1573883287
195,1507390,Dikson,RU,73.51,80.55,-2.22,89,0,3.49,1573883287
196,3361142,Springbok,ZA,-29.67,17.88,66.2,37,0,2.24,1573883287
197,933995,Souillac,MU,-20.52,57.52,78.8,69,75,17.22,1573883287
198,3137469,Sorland,NO,67.67,12.69,43.9,74,34,25.3,1573883287
199,132892,Gorgan,IR,36.84,54.43,44.6,93,75,6.93,1573883287
200,3439525,Young,UY,-32.7,-57.63,66.99,63,0,1.99,1573883287
201,1637001,Biak,ID,-0.91,122.88,82.51,69,0,13.6,1573883287
202,3420846,Qaqortoq,GL,60.72,-46.03,23.0,41,85,18.34,1573883287
203,2629833,Husavik,IS,66.04,-17.34,33.8,69,49,11.41,1573883287
204,3374218,Santa Maria,CV,16.6,-22.9,71.6,73,75,5.82,1573883161
205,4149959,Cape Canaveral,US,28.41,-80.6,62.6,88,90,9.17,1573883198
206,3569546,Aguada de Pasajeros,CU,22.38,-80.85,73.4,100,39,3.36,1573883348
207,1715015,Dicabisagan,PH,17.08,122.42,79.32,83,97,19.64,1573883348
208,2021017,Kysyl-Syr,RU,63.9,122.77,-11.11,95,100,6.98,1573883349
209,1645133,Dumai,ID,1.68,101.45,84.76,79,56,2.66,1573883349
210,2269594,Cascais,PT,38.7,-9.42,50.0,75,0,8.05,1573883349
211,2171722,Charters Towers,AU,-20.07,146.27,96.33,20,84,14.54,1573883349
212,4944903,Nantucket,US,41.28,-70.1,44.6,56,1,23.04,1573883349
213,935215,Saint-Philippe,RE,-21.36,55.77,80.6,69,64,6.93,1573883349
214,1650600,Balaipungut,ID,1.11,101.31,88.68,64,12,2.24,1573883349
215,3162116,Balestrand,NO,61.21,6.53,28.99,89,100,1.01,1573883349
216,5871146,Palmer,US,61.6,-149.11,37.4,55,75,10.29,1573883056
217,209598,Manono,CD,-7.3,27.4,77.9,80,100,1.1,1573883349
218,2169535,Dalby,AU,-27.18,151.26,99.0,14,37,14.99,1573883349
219,3397893,Itacoatiara,BR,-3.14,-58.44,75.76,82,64,2.51,1573883349
220,2178753,Kirakira,SB,-10.46,161.92,78.91,85,100,13.24,1573883350
221,1737185,Kapit,MY,2.02,112.94,81.52,92,89,2.77,1573883350
222,2068655,Katherine,AU,-14.47,132.26,104.0,6,2,8.05,1573883350
223,1185095,Teknaf,BD,20.86,92.31,92.14,41,4,1.7,1573883350
224,2168305,Dubbo,AU,-32.25,148.6,84.2,10,17,17.22,1573883350
225,553725,Kamenka,RU,53.19,44.05,32.0,75,7,12.84,1573883350
226,5850554,Makakilo City,US,21.35,-158.09,80.6,88,40,3.36,1573883350
227,5887798,Assiniboia,CA,49.63,-105.99,40.98,66,99,15.61,1573883350
228,1650527,Balikpapan,ID,-1.24,116.86,85.66,68,34,4.94,1573883350
229,1215502,Banda Aceh,ID,5.56,95.32,85.69,67,54,4.83,1573883248
230,2542997,Marrakesh,MA,31.63,-7.99,44.6,87,40,3.36,1573883350
231,2065594,Mount Isa,AU,-20.73,139.49,100.4,6,43,9.17,1573883350
232,2094342,Kavieng,PG,-2.57,150.8,85.26,68,28,6.64,1573883351
233,328716,Shakiso,ET,5.77,38.9,67.01,76,97,3.15,1573883351
234,1282027,Male,MV,4.17,73.51,84.2,74,75,14.99,1573883351
235,3671437,Puerto Leguizamo,CO,-0.19,-74.78,72.36,98,100,1.61,1573883351
236,3445713,Uruacu,BR,-14.52,-49.14,70.74,91,64,3.62,1573883351
237,2191562,Dunedin,NZ,-45.87,170.5,48.99,95,69,18.99,1573883351
238,333795,Jijiga,ET,9.35,42.8,68.41,33,22,12.62,1573883351
239,6149996,Smithers,CA,54.78,-127.17,35.6,93,40,5.82,1573883351
240,1512019,Aksarka,RU,66.56,67.8,14.16,95,100,9.6,1573883351
241,1490796,Strezhevoy,RU,60.73,77.6,5.0,84,90,11.18,1573883351
242,1651103,Atambua,ID,-9.11,124.89,88.18,48,31,8.59,1573883351
243,1865309,Katsuura,JP,33.93,134.5,70.0,40,20,3.36,1573883352
244,2161515,Kiama,AU,-34.67,150.86,68.0,59,90,14.99,1573883352
245,2253354,Dakar,SN,14.69,-17.45,73.4,94,97,5.82,1573883352
246,1622318,Waingapu,ID,-9.65,120.26,83.59,76,33,15.55,1573883352
247,2702979,Jonkoping,SE,57.78,14.16,44.01,93,100,9.17,1573883352
248,4597948,Sumter,US,33.92,-80.34,46.4,100,90,12.75,1573883192
249,3386213,Touros,BR,-5.2,-35.46,77.0,83,75,6.93,1573883352
250,3446880,Tapes,BR,-30.67,-51.4,56.43,97,0,2.48,1573883352
251,2018735,Nyurba,RU,63.29,118.35,-7.35,93,100,6.78,1573883352
252,2128072,Shiraoi,JP,42.56,141.33,36.0,59,75,17.22,1573883352
253,866062,Iskateley,RU,67.68,53.15,28.13,88,99,21.63,1573883352
254,2450173,Taoudenni,ML,22.68,-3.98,67.68,22,25,8.97,1573883352
255,1485724,Talaya,RU,55.79,84.89,-9.4,76,39,11.18,1573883352
256,1254709,Tezu,IN,27.93,96.16,79.88,50,0,4.14,1573883353
257,1337612,Dhidhdhoo,MV,6.88,73.1,83.28,74,94,11.34,1573883353
258,2652586,Coleraine,GB,55.13,-6.67,39.0,92,100,2.19,1573883353
259,3401225,Amapa,BR,-1.83,-56.23,77.97,85,76,0.94,1573883353
260,4899665,Lewistown,US,40.39,-90.15,33.01,94,1,6.93,1573883414
261,1492299,Shebalino,RU,51.29,85.68,1.33,62,1,2.98,1573883414
262,5924351,Clyde River,CA,70.47,-68.59,14.0,78,1,12.75,1573883414
263,1257259,Saraipali,IN,21.32,83.0,80.71,41,0,2.51,1573883414
264,1488903,Turukhansk,RU,65.8,87.96,-14.17,91,80,6.71,1573883414
265,2167426,Emerald,AU,-23.53,148.16,100.4,18,1,5.82,1573883414
266,3358666,Aranos,NA,-24.14,19.11,77.65,9,56,4.12,1573883415
267,1056899,Sambava,MG,-14.27,50.17,86.99,56,16,3.02,1573883415
268,3899695,Ancud,CL,-41.87,-73.83,50.0,93,75,9.17,1573883415
269,1788852,Xining,CN,36.62,101.77,46.87,23,87,6.17,1573883415
270,1493197,Salekhard,RU,66.54,66.62,13.1,95,100,3.51,1573883415
271,3573061,Saint George,BM,32.38,-64.68,71.6,94,75,8.05,1573883415
272,5847411,Kahului,US,20.89,-156.47,78.8,74,1,5.61,1573883402
273,2400547,Gamba,GA,-2.72,10.02,75.78,92,100,3.8,1573883415
274,5960603,Geraldton,CA,49.72,-86.95,-9.4,76,75,2.24,1573883415
275,1266128,Koraput,IN,18.81,82.72,80.6,46,0,4.23,1573883415
276,6071421,Meadow Lake,CA,54.13,-108.44,28.38,95,100,5.26,1573883415
277,5528182,Pecos,US,31.42,-103.49,46.4,70,1,6.55,1573883415
278,981158,Lydenburg,ZA,-25.1,30.46,75.0,65,0,3.15,1573883133
279,2374588,Buba,GW,11.59,-14.99,75.81,74,89,3.38,1573883416
280,3393692,Itarema,BR,-2.92,-39.92,76.48,83,14,4.74,1573883416
281,3893629,Coquimbo,CL,-29.95,-71.34,57.2,87,75,2.24,1573883416
282,2137773,Vao,NC,-22.67,167.48,74.14,76,1,15.39,1573883416
283,916095,Kabwe,ZM,-14.44,28.44,72.66,77,100,7.65,1573883416
284,2172880,Byron Bay,AU,-28.65,153.62,84.2,69,0,16.11,1573883246
285,1852357,Shimoda,JP,34.7,138.93,70.0,48,20,6.93,1573883416
286,1650434,Bambanglipuro,ID,-7.95,110.28,86.29,55,16,15.41,1573883416
287,1895695,Kushima,JP,31.5,131.29,68.0,37,0,5.82,1573883416
288,1276371,Bhabua,IN,25.04,83.61,81.73,29,0,6.35,1573883416
289,1563281,Tuy Hoa,VN,13.08,109.3,78.73,81,46,15.01,1573883213
290,2013279,Vostok,RU,46.45,135.83,3.65,85,100,15.93,1573883416
291,3382160,Cayenne,GF,4.94,-52.33,73.4,94,21,4.03,1573883416
292,2618795,Klaksvik,FO,62.23,-6.59,39.2,86,100,13.87,1573883417
293,1259385,Port Blair,IN,11.67,92.75,86.0,74,40,5.82,1573883147
294,924102,Rumphi,MW,-11.02,33.86,85.78,32,66,3.89,1573883417
295,2173911,Broken Hill,AU,-31.97,141.45,75.2,23,10,8.05,1573883417
296,4146934,Bayshore Gardens,US,27.43,-82.59,66.99,87,90,5.82,1573883417
297,3839307,Rawson,AR,-43.3,-65.11,59.2,46,80,15.37,1573883417
298,3623601,Guacimo,CR,10.21,-83.68,69.8,83,77,9.17,1573883417
299,69559,Yarim,YE,14.3,44.38,57.87,40,0,4.76,1573883417
300,2027042,Batagay-Alyta,RU,67.8,130.41,-9.94,79,0,2.8,1573883417
301,2036581,Jiamusi,CN,46.81,130.37,17.65,37,83,15.82,1573883417
302,2122104,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,24.8,79,10,2.24,1573883417
303,6166739,Timmins,CA,48.48,-81.33,-11.2,83,5,3.71,1573883417
304,3374210,Sao Filipe,CV,14.9,-24.5,72.39,75,99,7.63,1573883417
305,3939168,Huarmey,PE,-10.07,-78.15,61.3,88,100,1.74,1573883418
306,105299,Jizan,SA,16.89,42.56,84.2,66,20,5.82,1573883418
307,1054329,Vangaindrano,MG,-23.35,47.6,76.98,89,100,6.35,1573883418
308,878141,Madimba,TZ,-10.4,40.33,82.4,78,75,17.22,1573883418
309,3372783,Ponta Delgada,PT,37.73,-25.67,60.8,67,75,5.82,1573883418
310,3374235,Sal Rei,CV,16.18,-22.92,71.6,73,75,5.82,1573883418
311,3449112,Sao Francisco do Sul,BR,-26.24,-48.64,66.0,90,42,6.89,1573883479
312,4670234,Alice,US,27.75,-98.07,48.0,93,1,3.53,1573883479
313,584051,Svetlogorsk,RU,53.14,59.15,46.4,19,0,11.18,1573883479
314,1794209,Simao,CN,22.76,100.79,72.61,49,0,6.15,1573883479
315,1489853,Tazovskiy,RU,67.47,78.7,-13.25,94,100,20.94,1573883312
316,1510377,Belyy Yar,RU,53.6,91.39,-4.0,70,98,6.71,1573883479
317,5972762,Hay River,CA,60.82,-115.79,8.6,78,75,10.29,1573883479
318,5500539,Boulder City,US,35.98,-114.83,62.6,26,1,3.36,1573883452
319,286245,Sur,OM,22.57,59.53,77.83,27,0,1.88,1573883479
320,2136825,Isangel,VU,-19.55,169.27,74.46,80,34,16.24,1573883480
321,3424934,Saint-Pierre,PM,46.77,-56.17,48.97,92,100,38.95,1573883480
322,3115824,Muros,ES,42.77,-9.06,50.0,100,20,4.7,1573883480
323,2025241,Churapcha,RU,62.0,132.43,-15.72,95,24,6.53,1573883480
324,1693839,Pilar,PH,14.67,120.55,91.4,70,40,10.29,1573883480
325,6096551,Pangnirtung,CA,66.15,-65.72,8.94,68,5,5.26,1573883480
326,2980335,Sainte-Savine,FR,48.29,4.06,35.6,93,90,5.82,1573883480
327,2164025,Hamilton,AU,-37.74,142.02,53.8,68,100,10.29,1573883480
328,1183090,Bat Khela,PK,34.62,71.97,66.52,47,94,3.58,1573883480
329,2123836,Lazarev,RU,52.23,141.51,9.64,87,100,16.82,1573883480
330,779554,Honningsvag,NO,70.98,25.97,35.83,70,94,5.06,1573883480
331,3420768,Qasigiannguit,GL,68.82,-51.19,28.4,63,98,13.87,1573883480
332,3521476,Pijijiapan,MX,15.69,-93.21,73.63,73,31,3.47,1573883480
333,1274406,Cherrapunji,IN,25.28,91.72,75.2,64,20,3.49,1573883480
334,1496153,Omsk,RU,54.99,73.37,14.0,51,75,17.9,1573883481
335,3387204,Soure,BR,-0.72,-48.52,78.91,82,33,6.06,1573883481
336,2120400,Tungor,RU,53.39,142.95,19.99,76,87,14.12,1573883481
337,1151933,Nakhon Si Thammarat,TH,8.43,99.96,84.51,71,97,9.1,1573883481
338,6160919,Taber,CA,49.79,-112.14,46.99,52,75,27.51,1573883481
339,4034496,Fare,PF,-16.7,-151.02,79.45,82,36,16.33,1573883481
340,6180285,Whitecourt,CA,54.14,-115.68,35.6,100,40,5.82,1573883481
341,3674735,Miraflores,CO,5.2,-73.14,63.84,95,100,3.38,1573883481
342,5354943,Half Moon Bay,US,37.46,-122.43,59.0,93,90,10.29,1573883481
343,1507116,Dudinka,RU,69.41,86.18,-9.4,83,8,4.47,1573883367
344,108410,Riyadh,SA,24.63,46.72,64.4,59,90,4.7,1573883371
345,1267390,Kavaratti,IN,10.57,72.64,86.0,70,20,6.93,1573883481
346,1498087,Nadym,RU,65.53,72.51,7.56,92,100,19.22,1573883482
347,933211,Nokaneng,BW,-19.66,22.19,84.61,21,3,2.55,1573883482
348,3440777,Rocha,UY,-34.48,-54.34,53.53,92,38,7.23,1573883246
349,2029947,Moron,MN,47.38,110.32,9.54,91,100,9.33,1573883482
350,2019884,Mogzon,RU,51.74,111.97,9.73,52,17,7.76,1573883482
351,2527089,Tiznit,MA,29.7,-9.73,45.66,67,0,13.15,1573883482
352,3419842,Sisimiut,GL,66.94,-53.67,19.58,94,100,8.9,1573883482
353,5861897,Fairbanks,US,64.84,-147.72,6.8,54,90,6.93,1573883312
354,556268,Ostrovnoy,RU,68.05,39.51,22.53,92,29,15.7,1573883482
355,1497951,Nazarovo,RU,56.01,90.42,-2.06,89,100,13.18,1573883482
356,3531368,Celestun,MX,20.87,-90.4,75.52,75,89,22.28,1573883482
357,6537888,Assemini,IT,39.29,9.0,57.2,100,82,4.7,1573883290
358,3374351,Pombas,CV,17.15,-25.02,73.4,73,40,10.29,1573883482
359,2508813,Adrar,DZ,27.87,-0.29,59.0,33,0,6.93,1573883482
360,2177671,Armidale,AU,-30.51,151.67,79.0,1,35,5.99,1573883482
361,6180550,Whitehorse,CA,60.72,-135.06,35.6,94,75,16.11,1573883483
362,2597250,Solenzo,BF,12.18,-4.08,74.93,25,2,1.74,1573883483
363,338554,Dubti,ET,11.74,41.09,78.82,57,4,7.27,1573883544
364,2145554,Ulladulla,AU,-35.36,150.48,66.2,59,90,14.99,1573883544
365,3470052,Vargem Grande,BR,-23.71,-46.2,59.0,100,40,3.36,1573883544
366,1045114,Inhambane,MZ,-23.87,35.38,75.2,78,75,16.11,1573883544
367,1734715,Marang,MY,5.21,103.21,87.8,70,75,5.82,1573883544
368,352628,Matay,EG,28.42,30.79,63.88,77,0,12.64,1573883544
369,3155913,Geilo,NO,60.53,8.21,24.01,87,100,4.0,1573883544
370,1214724,Langsa,ID,4.47,97.97,91.8,52,85,4.72,1573883544
371,2270385,Camacha,PT,33.08,-16.33,62.6,77,75,12.75,1573883545
372,1729469,Baculin,PH,7.45,126.58,83.91,63,77,5.19,1573883545
373,2119283,Zyryanka,RU,65.73,150.89,-5.28,98,99,8.75,1573883545
374,2255304,Sembe,CG,1.65,14.58,70.23,98,100,2.21,1573883545
375,2162683,Innisfail,AU,-17.52,146.03,90.0,32,15,3.0,1573883545
376,3516685,Seybaplaya,MX,19.65,-90.67,68.4,96,72,4.14,1573883545
377,1493162,Salym,RU,60.06,71.48,18.55,93,100,12.01,1573883545
378,2014833,Tura,RU,64.27,100.22,-23.19,93,65,0.72,1573883545
379,5421250,Englewood,US,39.65,-104.99,48.99,40,1,4.7,1573883545
380,1786060,Yuanping,CN,38.72,112.71,46.98,21,69,3.13,1573883545
381,5972291,Havre-Saint-Pierre,CA,50.23,-63.6,24.8,79,90,18.34,1573883545
382,5367788,Lompoc,US,34.64,-120.46,62.6,81,1,13.56,1573883545
383,1269498,Jaitaran,IN,26.2,73.94,81.79,32,0,8.14,1573883546
384,6089245,Norman Wells,CA,65.28,-126.83,-4.0,76,90,10.29,1573883546
385,5969025,Haines Junction,CA,60.75,-137.51,29.32,95,95,12.37,1573883546
386,1270722,Gumla,IN,23.04,84.54,78.44,37,0,1.66,1573883546
387,2561668,Agadir,MA,30.42,-9.58,50.0,55,0,3.36,1573883546
388,2264557,Ponta do Sol,PT,32.67,-17.1,62.6,72,40,11.41,1573883546
389,2144168,Wellington,AU,-32.55,148.95,82.99,11,18,12.75,1573883547
390,2383827,Nola,CF,3.52,16.05,73.36,84,100,1.01,1573883547
391,5545269,Price,US,39.6,-110.81,42.01,38,1,9.17,1573883547
392,7671223,Kloulklubed,PW,7.04,134.26,86.0,70,75,10.29,1573883547
393,6112862,Preeceville,CA,51.95,-102.67,32.22,93,100,13.06,1573883547
394,935221,Saint-Paul,RE,-21.01,55.27,81.0,73,90,14.99,1573883547
395,88533,Awjilah,LY,29.14,21.3,58.96,56,22,7.52,1573883547
396,2016307,Solnechnyy,RU,50.72,136.64,5.86,82,95,2.13,1573883547
397,2139521,Noumea,NC,-22.28,166.46,87.8,38,20,6.93,1573883415
398,2122389,Ossora,RU,59.24,163.07,32.58,77,100,29.48,1573883547
399,3664956,Boca do Acre,BR,-8.76,-67.39,71.69,99,100,1.92,1573883547
400,2630299,Hofn,IS,64.25,-15.21,42.21,52,48,14.52,1573883547
401,6690296,Saint-Joseph,RE,-21.37,55.62,81.0,69,74,6.93,1573883547
402,5954718,Flin Flon,CA,54.77,-101.88,19.29,91,100,7.2,1573883547
403,4004293,Ixtapa,MX,20.71,-105.21,77.0,88,90,3.36,1573883547
404,1529484,Hami,CN,42.84,93.51,39.6,12,27,2.68,1573883548
405,2013727,Vanavara,RU,60.35,102.28,-16.53,86,4,0.92,1573883548
406,3572189,High Rock,BS,26.63,-78.28,75.22,89,100,14.79,1573883548
407,1783956,Yatou,CN,33.81,104.32,55.09,45,16,5.3,1573883548
408,2189343,Kaeo,NZ,-35.1,173.78,70.0,77,3,18.77,1573883548
409,1264637,Machilipatnam,IN,16.18,81.14,86.0,62,0,5.82,1573883548
410,7870153,Kroya,ID,-6.5,108.06,100.02,26,47,9.1,1573883548
411,1625929,Sungaipenuh,ID,-2.08,101.38,79.56,45,76,5.26,1573883548
412,3921355,Challapata,BO,-18.9,-66.78,50.7,57,99,8.14,1573883548
413,2063036,Port Lincoln,AU,-34.72,135.86,60.26,54,0,15.52,1573883548
414,3671497,Puerto Colombia,CO,10.99,-74.96,80.6,88,40,10.29,1573883548
415,2181625,Te Anau,NZ,-45.41,167.72,46.76,74,78,7.85,1573883549
416,95788,Hit,IQ,33.64,42.83,65.82,29,40,6.67,1573883549
417,1168312,Pasni,PK,25.26,63.48,80.55,22,16,6.17,1573883610
418,2155742,Narrabri,AU,-30.33,149.78,91.4,9,0,13.87,1573883610
419,140463,Birjand,IR,32.86,59.22,46.4,24,0,13.87,1573883610
420,3938415,Ilo,PE,-17.65,-71.34,65.77,81,94,6.93,1573883610
421,359792,Aswan,EG,24.09,32.9,66.2,52,21,9.17,1573883610
422,2127202,Anadyr,RU,64.73,177.51,17.6,78,20,20.13,1573883610
423,2064550,Northam,AU,-31.65,116.67,105.8,11,11,5.82,1573883610
424,3448903,Sao Joao da Barra,BR,-21.64,-41.05,71.67,84,100,7.2,1573883610
425,2374583,Bubaque,GW,11.28,-15.83,82.71,73,83,12.19,1573883610
426,3664980,Boa Vista,BR,2.82,-60.67,84.2,62,58,3.36,1573883610
427,136014,Do Gonbadan,IR,30.36,50.8,59.0,34,20,4.21,1573883610
428,955313,Siyabuswa,ZA,-25.11,29.06,73.54,45,0,8.32,1573883610
429,1493224,Salair,RU,54.23,85.8,-4.95,83,19,7.81,1573883610
430,2281951,Sassandra,CI,4.95,-6.09,75.43,93,85,3.24,1573883611
